Département;Bassin de formation;Rue;Secteur;Nom;Voie;Lieu-dit;Boite postale;Code postal;Commune;Téléphone;Fax;Adresse électronique;Site internet;Responsable;Nombre d'étudiants
Isère;BASSIN GRENOBLOIS;0381812N;Public;COLLEGE FERNAND LEGER;17 rue Georges Braque ;;;38400;SAINT-MARTIN-D'HERES;0476250208;0476245005;ce.0381812N@ac-grenoble.fr;https://college-fernand-leger-saint-martin-dheres.web.ac-grenoble.fr;"LE PRINCIPAL : M. BARALE XAVIER
LE PRINCIPAL ADJOINT : MME RICHARD LUCIE
LE GESTIONNAIRE : M. ESCOLAN SEBASTIEN
L AGENT COMPTABLE : M. MONNIER OLIVIER";
Isère;BASSIN GRENOBLOIS;0380065P;Public;COLLEGE HENRI WALLON;17 rue Henri Wallon ;;;38400;SAINT-MARTIN-D'HERES;0476255216;0476242296;ce.0380065P@ac-grenoble.fr;https://wallon-isere.ent.auvergnerhonealpes.fr/;"LE PRINCIPAL : M. VERSAEVEL FABIEN
LE PRINCIPAL ADJOINT : MME PERONNIER EMILIE
LE GESTIONNAIRE : MME LEPLAT ANNE-SOPHIE
L AGENT COMPTABLE : M. MONNIER OLIVIER";
﻿Isère;BASSIN GRENOBLOIS;0382203N;Public;LPO LYCEE DES METIERS PABLO NERUDA;35 rue Henri Wallon ;;;38400;SAINT-MARTIN-D'HERES;0476250722;0476251910;ce.0382203N@ac-grenoble.fr;https://pablo-neruda.ent.auvergnerhonealpes.fr/;"LE PROVISEUR : M. MACHIRE DANIEL
LE PROVISEUR ADJOINT : MME BAUDERE VERONIQUE
LE GESTIONNAIRE : M. MONNIER OLIVIER
L AGENT COMPTABLE : M. MONNIER OLIVIER";
Isère;BASSIN GRENOBLOIS;0382170C;Privé sous-contrat;LYCEE POLYVALENT PRIVE SCHNEIDER ELECTRIC;41 rue Henri Wallon ;;;38400;SAINT-MARTIN-D'HERES;0476248420;;ce.0382170C@ac-grenoble.fr;https://www.se.com/fr/fr/about-us/ecole-schneider-electric/;LE DIRECTEUR : MME DURAND-SCHMUTZ CAROLINE;
Isère;BASSIN GRENOBLOIS;0382037H;Public;SEGPA CLG EDOUARD  VAILLANT;19 rue PAUL LANGEVIN ;;;38400;SAINT-MARTIN-D'HERES;0476547195;0476442293;ce.0382037H@ac-grenoble.fr;http://www.ac-grenoble.fr/college/vaillant.smh;"LE PRINCIPAL : MME FOURNIE JOANNA
LE PRINCIPAL ADJOINT : MME COTTIN-BIZONNE MICHELE
LE GESTIONNAIRE : M. ARCOURT LIONEL
L AGENT COMPTABLE : M. MONNIER OLIVIER";
Isère;BASSIN GRENOBLOIS;0382036G;Public;COLLEGE CHARTREUSE;237 rue DE LA MALADIERE ;;BP13;38950;SAINT-MARTIN-LE-VINOUX;0476754136;0476753616;ce.0382036G@ac-grenoble.fr;https://chartreuse-isere.ent.auvergnerhonealpes.fr/;"LE PRINCIPAL : M. MAREY ARNAUD
LE PRINCIPAL ADJOINT : MME LEVET HEIDI
LE GESTIONNAIRE : MME ARNAUD DELPHINE";
Isère;BASSIN GRENOBLOIS;0381897F;Public;SEGPA CLG CHARTREUSE;237 rue DE LA MALADIERE ;;BP13;38950;SAINT-MARTIN-LE-VINOUX;0476754136;0476753616;ce.0381897F@ac-grenoble.fr;http://www.ac-grenoble/college/chartreuse/;"LE PRINCIPAL : M. MAREY ARNAUD
LE PRINCIPAL ADJOINT : MME SOULE CATHERINE
LE GESTIONNAIRE : MME ARNAUD DELPHINE";
Isère;ISERE RHODANIENNE;0382043P;Public;COLLEGE FREDERIC MISTRAL;4 rue DU 19 MARS 1962 ;;BP10417;38554;SAINT-MAURICE-L'EXIL;0474863460;0474864905;ce.0382043P@ac-grenoble.fr;https://mistral-isere.ent.auvergnerhonealpes.fr;"LE PRINCIPAL : M. COULET GUILLAUME
LE PRINCIPAL ADJOINT : MME FORTIN CELINE
LE GESTIONNAIRE : MME THIBOUT D'ANESY VIRGINIE
L AGENT COMPTABLE : MME MARTIN GHYSLAINE";
Isère;ISERE RHODANIENNE;0382102D;Public;SEGPA CLG FREDERIC MISTRAL;4 rue DU 19 MARS 1962 ;;BP10417;38554;SAINT-MAURICE-L'EXIL;0474863460;0474864905;ce.0382102D@ac-grenoble.fr;http://www.a-grenoble.fr/college/fredericmistral.saintmaurice;"LE PRINCIPAL : M. COULET GUILLAUME
LE PRINCIPAL ADJOINT : MME HASSAN AICHA
LE GESTIONNAIRE : MME THIBOUT D'ANESY VIRGINIE
L AGENT COMPTABLE : MME MARTIN GHYSLAINE";
﻿Isère;NORD ISERE;0382706K;Public;COLLEGE LES ALLINGES;52 rue DU LAC ;;;38070;SAINT-QUENTIN-FALLAVIER;0474945750;0474944452;ce.0382706K@ac-grenoble.fr;https://allinges-isere.ent.auvergnerhonealpes.fr;"LE PRINCIPAL : MME DEVILLE STEPHANIE
LE GESTIONNAIRE : M. BOUGHANMI BADREDDINE
L AGENT COMPTABLE : M. BEAUMEL THIERRY";
Isère;ISERE RHODANIENNE;0380068T;Public;COLLEGE MARCEL MARIOTTE;50 rue DU PRE NEUF ;;;38870;SAINT-SIMEON-DE-BRESSIEUX;0474200690;;ce.0380068T@ac-grenoble.fr;https://college-mariotte-st-simeon-de-bressieux.web.ac-grenoble.fr/;"LE PRINCIPAL : M. BARATIER LAURENT
LE GESTIONNAIRE : MME DEFRANCOIS FRANCOISE
L AGENT COMPTABLE : M. NIANG FALLA";
Isère;ISERE RHODANIENNE;0382378D;Privé sous-contrat;LYCEE AGRICOLE PRIVE DE ST SIMEON BRESSIEUX;264 rue Des Frenes ;;;38870;SAINT-SIMEON-DE-BRESSIEUX;0474200204;0474201571;st-simeon-de-bressieux@cneap.fr;;LE DIRECTEUR : MME SIMOENS VALERIE;
Isère;ISERE RHODANIENNE;0383253E;Public;COLLEGE JEAN FERRAT;Avenue Du collège ;;;38150;SALAISE-SUR-SANNE;0474297901;0474860475;ce.0383253E@ac-grenoble.fr;https://ferrat-isere.ent.auvergnerhonealpes.fr/;"LE PRINCIPAL : M. CHERFI DJAMIL
LE PRINCIPAL ADJOINT : MME MARION CHRISTELLE
LE GESTIONNAIRE : MME CHARROIN ADELINE
L AGENT COMPTABLE : MME MARTIN GHYSLAINE";
Isère;BASSIN GRENOBLOIS;0382098Z;Public;COLLEGE ALEXANDRE FLEMING;4 rue MOZART ;;BP20162;38360;SASSENAGE;0476274919;0476278208;ce.0382098Z@ac-grenoble.fr;https://fleming-isere.ent.auvergnerhonealpes.fr/;"LE PRINCIPAL : M. CHEVALIER THIERRY
LE PRINCIPAL ADJOINT : MME ODEZENNE LAURENCE
LE GESTIONNAIRE : M. DETRAZ CYRILLE";
Isère;BASSIN GRENOBLOIS;0382099A;Public;LYCEE POLYVALENT ROGER DESCHAUX;5 rue DES PIES ;;;38360;SASSENAGE;0476859610;0476859620;ce.0382099A@ac-grenoble.fr;https://roger-deschaux.ent.auvergnerhonealpes.fr/;"LE PROVISEUR : MME VERNET-ABAIBOU EMMANUELLE
LE PROVISEUR ADJOINT : M. HERMOSO MARC";
Isère;CENTRE ISERE;0383377P;Privé hors-contrat;ECOLE SECONDAIRE PRIVEE SAINT JOSEPH;110 chemin DES PLANTEES ;;;38470;SERRE-NERPOL;0476642411;0476642411;ce.0383377P@ac-grenoble.fr;;LE DIRECTEUR : MME DELMOTTE MONIQUE;
﻿Isère;CENTRE ISERE;0383377P;Privé hors-contrat;ECOLE SECONDAIRE PRIVEE SAINT JOSEPH;110 chemin DES PLANTEES ;;;38470;SERRE-NERPOL;0476642411;0476642411;ce.0383377P@ac-grenoble.fr;;LE DIRECTEUR : MME DELMOTTE MONIQUE;
Isère;BASSIN GRENOBLOIS;0380072X;Public;COLLEGE PIERRE DUBOIS;17 avenue du Général de Gaulle ;;;38170;SEYSSINET-PARISET;0476844535;0476498097;ce.0380072X@ac-grenoble.fr;;"LE PRINCIPAL : MME XEUXET LAURENCE
LE PRINCIPAL ADJOINT : MME POUCHOT-CAMOZ-GANDOR PASCALE
LE GESTIONNAIRE : M. IBOUD LAURENT
L AGENT COMPTABLE : MME MOUSSIER MYRIAM";
Isère;BASSIN GRENOBLOIS;0382780R;Public;LYCEE GENERAL ET TECHNOLOGIQUE ARISTIDE BERGES;10 rue Aimé Bouchayer ;;BP31;38171;SEYSSINET-PARISET;0476264242;0476264551;ce.0382780R@ac-grenoble.fr;https://aristide-berges.ent.auvergnerhonealpes.fr/;"LE PROVISEUR : M. INES DAVID
LE PROVISEUR ADJOINT : MME BELTRAN EMILIE
LE GESTIONNAIRE : MME MOUSSIER MYRIAM
L AGENT COMPTABLE : MME MOUSSIER MYRIAM";
Isère;BASSIN GRENOBLOIS;0382431L;Public;COLLEGE MARC SANGNIER;1 rue JOSEPH MOUTIN ;;;38180;SEYSSINS;0476211732;0476492447;ce.0382431L@ac-grenoble.fr;https://sangnier-isere.ent.auvergnerhonealpes.fr/;"LE PRINCIPAL : MME HERTZOG-MALENFANT BARBARA
LE PRINCIPAL ADJOINT : MME BELLEMARRE ELIETE
LE GESTIONNAIRE : MME THUEL CLAIRE
L AGENT COMPTABLE : MME MOUSSIER MYRIAM";
Isère;BASSIN GRENOBLOIS;0383552E;Privé hors-contrat;ECOLE TECHNOLOGIQUE PRIVEE IFBEM ENSEIGNEMENTS PROFESSION;18 rue DU DAUPHINE ;;;38180;SEYSSINS;0480159918;;ce.0383552E@ac-grenoble.fr;http://www.ifbem.fr;LE DIRECTEUR : MME MERMOZ ANNICK;
Isère;ISERE RHODANIENNE;0382115T;Public;COLLEGE CLAUDE ET GERMAIN GRANGE;279 montée BON ACCUEIL ;;;38200;SEYSSUEL;0474853954;0474317278;ce.0382115T@ac-grenoble.fr;https://grange-isere.ent.auvergnerhonealpes.fr/;"LE PRINCIPAL : MME MAILLARD CAMILLE
LE PRINCIPAL ADJOINT : MME RODRIGUEZ MARTINE
LE GESTIONNAIRE : MME MONTEL PASCALE
L AGENT COMPTABLE : M. GUILLAUD LUC";
Isère;ISERE RHODANIENNE;0382173F;Public;SEGPA CLG CLAUDE  ET GERMAIN  GRANGE;279 montée BON ACCUEIL ;;;38200;SEYSSUEL;0474853954;0474317278;ce.0382173F@ac-grenoble.fr;http://www.ac-grenoble.fr/college/grange.seyssuel/spip.php?article17;"LE PRINCIPAL : MME MAILLARD CAMILLE
LE PRINCIPAL ADJOINT : MME DEBOVE ESTELLE
LE GESTIONNAIRE : MME MONTEL PASCALE
L AGENT COMPTABLE : M. GUILLAUD LUC";
﻿Isère;NORD ISERE;0382705J;Public;COLLEGE PHILIPPE COUSTEAU;101 rue DE L' EGLISE ;;;38230;TIGNIEU-JAMEYZIEU;0478323321;0472460110;ce.0382705J@ac-grenoble.fr;https://cousteau-isere.ent.auvergnerhonealpes.fr;"LE PRINCIPAL : MME BROT RACHEL
LE PRINCIPAL ADJOINT : MME CAUQUIL STEPHANIE
LE GESTIONNAIRE : M. BAILLY HERVE
L AGENT COMPTABLE : M. ROUGE MICKAEL";
Isère;CENTRE ISERE;0380067S;Public;COLLEGE CONDORCET;Rue DE LA CONTAMINE ;;BP56;38210;TULLINS;0476078352;0476077450;ce.0380067S@ac-grenoble.fr;http://www.ac-grenoble.fr/college/tullins.condorcet/;"LE PRINCIPAL : M. CAILLET PHILIPPE
LE PRINCIPAL ADJOINT : MME MOYROUD ARLAUD NATHALIE
LE GESTIONNAIRE : MME JOUBERT AURELIE
L AGENT COMPTABLE : MME AMROUNI ANNE-FRANCE";
Isère;BASSIN GRENOBLOIS;0383260M;Public;COLLEGE JULES VERNE;Rue DU CHAMP NIGAT ;;;38760;VARCES-ALLIERES-ET-RISSET;0476734900;0476729348;ce.0383260M@ac-grenoble.fr;https://julesverne-isere.ent.auvergnerhonealpes.fr/;"LE PRINCIPAL : M. GENEVOIS LIONEL
LE GESTIONNAIRE : MME GADD MARIE-CHRISTINE
L AGENT COMPTABLE : M. MONNIER OLIVIER";
Isère;ISERE RHODANIENNE;0382430K;Public;COLLEGE DE L'ISLE;53 quai Frédéric Mistral ;;;38200;VIENNE;0474315167;0474317156;ce.0382430K@ac-grenoble.fr;http://www.ac-grenoble.fr/college/isle.vienne;"LE PRINCIPAL : M. JACQUIS SEBASTIEN
LE PRINCIPAL ADJOINT : M. BAUBET PIERRIC
LE GESTIONNAIRE : MME MOREAU MARIE-AGNES
L AGENT COMPTABLE : M. GUILLAUD LUC";
Isère;ISERE RHODANIENNE;0381907S;Public;COLLEGE FRANCOIS PONSARD;1 place ANDRE RIVOIRE ;;;38200;VIENNE;0474788940;0474788943;ce.0381907S@ac-grenoble.fr;http://www.clg-ponsard.org;"LE PRINCIPAL : M. BONTE PASCAL
LE PRINCIPAL ADJOINT : MME THIVEUX STEPHANIE
LE GESTIONNAIRE : M. FOURNET LAURENT
L AGENT COMPTABLE : M. GUILLAUD LUC";
Isère;ISERE RHODANIENNE;0382583B;Privé sous-contrat;COLLEGE PRIVE ROBIN;4 place Saint-Pierre ;;BP329;38204;VIENNE;0474530121;;ce.0382583B@ac-grenoble.fr;http://www.institution-robin.com;"LE DIRECTEUR : M. TORRESAN JEREMY
LE DIRECTEUR ADJOINT : MME DIAS LILIANE
L  ADJOINT AU CHEF D ETABLISSEMENT : MME BOYER CAMILLE";
Isère;ISERE RHODANIENNE;0382195E;Privé sous-contrat;COLLEGE PRIVE SAINT CHARLES;1 place DES CAPUCINS ;;BP267;38217;VIENNE;0474537715;;ce.0382195E@ac-grenoble.fr;http://www.saint-charles-vienne.com;"LE DIRECTEUR : M. COUPREAU SAMMY
LE DIRECTEUR ADJOINT : MME MONTERO OLIVIA";
﻿Isère;ISERE RHODANIENNE;0383472T;Privé hors-contrat;ECOLE 2D DEGRE GENERAL PRIVEE ESTHETIQUE DE VIENNE;12 rue LAURENT FLORENTIN ;;;38200;VIENNE;0474310724;;ce.0383472T@ac-grenoble.fr;http://www.ecole-esthetique-vienne.fr;LE DIRECTEUR : MME DEVOUASSOUX VALÉRIE;
Isère;ISERE RHODANIENNE;0381886U;Public;LEGT AGRICOLE DE VIENNE SEYSSUEL;Montée bon accueil VIEUX CHEMIN;MONTEE BON ACCUEIL      ;;38206;VIENNE;0474851863;0474530559;legta.vienne@educagri.fr;;"LE PROVISEUR : M. KABACINSKI PIERRE
LE PROVISEUR ADJOINT : MME TATOT FRÉDÉRIQUE
LE GESTIONNAIRE : MME CHAIX C. 
L AGENT COMPTABLE : M. CHERVET E. ";
Isère;ISERE RHODANIENNE;0380083J;Public;LPO LYCEE DES METIERS GALILEE;124 avenue GENERAL LECLERC ;;BP145;38209;VIENNE;0474530013;0474317797;ce.0380083J@ac-grenoble.fr;https://galilee.ent.auvergnerhonealpes.fr/;"LE PROVISEUR : M. BENAVENTE ALAIN
LE PROVISEUR ADJOINT : MME SCHOENBORN ELISABETH
LE GESTIONNAIRE : MME SAUVAGE EMMANUELLE
L AGENT COMPTABLE : M. GUILLAUD LUC";
Isère;ISERE RHODANIENNE;0382854W;Privé sous-contrat;LYCEE GENERAL ET TECHNOL PR SAINT CHARLES;1 place DES CAPUCINS ;;BP267;38201;VIENNE;0474537715;;ce.0382854W@ac-grenoble.fr;https://institution-saint-charles.fr;"LE DIRECTEUR : M. COUPREAU SAMMY
LE DIRECTEUR ADJOINT : M. BEILLIMAZ FRANCOIS";
Isère;ISERE RHODANIENNE;0380081G;Public;LYCEE POLYVALENT ELLA FITZGERALD;4 route Départementale 502 ;;CS01019;38200;VIENNE;0474537453;0474537454;ce.0380081G@ac-grenoble.fr;http://www.ac-grenoble.fr/lycee/ella-fitzgerald;"LE PROVISEUR : M. CHASTEL NICOLAS
LE PROVISEUR ADJOINT : MME TERKI WAHIBA
LE GESTIONNAIRE : M. GUILLAUD LUC
L AGENT COMPTABLE : M. GUILLAUD LUC
L  ADJOINT AU CHEF D ETABLISSEMENT : MME HERMANT AURELIE";
Isère;ISERE RHODANIENNE;0381678T;Privé sous-contrat;LYCEE POLYVALENT PRIVE ROBIN;4 place Saint-Pierre ;;BP329;38204;VIENNE;0474530121;0474537588;ce.0381678T@ac-grenoble.fr;http://www.institution-robin.com;"LE DIRECTEUR : M. TORRESAN JEREMY
LE DIRECTEUR ADJOINT : MME BOYER CAMILLE
L  ADJOINT AU CHEF D ETABLISSEMENT : M. DROUIN OLIVIER";
Isère;ISERE RHODANIENNE;0381910V;Public;SEGPA CLG FRANCOIS PONSARD;1 place ANDRE RIVOIRE ;;;38200;VIENNE;0474788940;0474788943;ce.0381910V@ac-grenoble.fr;http://www.ac-grenoble.fr/college/ponsard;"LE PRINCIPAL : M. BONTE PASCAL
LE PRINCIPAL ADJOINT : MME BROSSARD YASMINA
LE GESTIONNAIRE : M. FOURNET LAURENT
L AGENT COMPTABLE : M. GUILLAUD LUC";
﻿Isère;BASSIN GRENOBLOIS;0382039K;Public;COLLEGE LE MASSEGU;1 rue DU 19 MARS 1962 ;;;38450;VIF;0476725156;0476727321;ce.0382039K@ac-grenoble.fr;http://college-le-massegu-vif.web.ac-grenoble.fr;"LE PRINCIPAL : MME PIERRE BES ISABELLE
LE PRINCIPAL ADJOINT : MME JESSEL MARION
LE GESTIONNAIRE : MME BOHIN SANDRYNE
L AGENT COMPTABLE : M. POIDEVIN YANNICK";
Isère;BASSIN GRENOBLOIS;0381778B;Public;COLLEGE BELLEDONNE;1 avenue DE BELLEDONNE ;;;38190;VILLARD-BONNOT;0476457920;0476456171;ce.0381778B@ac-grenoble.fr;https://belledonne-isere.ent.auvergnerhonealpes.fr;"LE PRINCIPAL : M. DAL MOLIN PATRICE
LE PRINCIPAL ADJOINT : M. GIMEL ERIC
LE GESTIONNAIRE : MME LEPLUS AURELIE
L AGENT COMPTABLE : M. LEVY JEAN-CLAUDE";
Isère;BASSIN GRENOBLOIS;0383263R;Public;LYCEE GENERAL ET TECHNOLOGIQUE MARIE REYNOARD;20 rue LOUIS NEEL ;;;38190;VILLARD-BONNOT;0438921828;0438921827;ce.0383263R@ac-grenoble.fr;https://marie-reynoard.ent.auvergnerhonealpes.fr/;"LE PROVISEUR : M. BEYLIER PHILIPPE
LE PROVISEUR ADJOINT : M. LUU-VAN PASCAL
LE GESTIONNAIRE : M. LEVY JEAN-CLAUDE
L AGENT COMPTABLE : M. LEVY JEAN-CLAUDE";
Isère;BASSIN GRENOBLOIS;0382429J;Public;COLLEGE JEAN PREVOST;470 rue DE TINTAINE ;;BP62;38250;VILLARD-DE-LANS;0476951441;0476951998;ce.0382429J@ac-grenoble.fr;http://jean-prevost.elycee.rhonealpes.fr;"LE PRINCIPAL : M. LEMONSU ERIC
LE PRINCIPAL ADJOINT : MME VARENNE ELODIE
LE GESTIONNAIRE : MME COCHET AURELIE";
Isère;BASSIN GRENOBLOIS;0380097Z;Public;LYCEE CLIMATIQUE ET SPORTIF JEAN PREVOST;470 rue DE TINTAINE ;;BP62;38250;VILLARD-DE-LANS;0476951441;0476951998;ce.0380097Z@ac-grenoble.fr;https://jean-prevost.ent.auvergnerhonealpes.fr;"LE PROVISEUR : M. LEMONSU ERIC
LE PROVISEUR ADJOINT : MME SIMON CHRISTELLE
LE GESTIONNAIRE : MME COCHET AURELIE";
Isère;NORD ISERE;0382104F;Public;COLLEGE LOUIS ARAGON;Impasse Paul Bert ;;;38090;VILLEFONTAINE;0474963414;;ce.0382104F@ac-grenoble.fr;https://aragon-isere.ent.auvergnerhonealpes.fr/;"LE PRINCIPAL : MME MILLE EMMANUELLE
LE PRINCIPAL ADJOINT : MME KOURITAL SABAH
LE GESTIONNAIRE : MME ROUX HELENE
L AGENT COMPTABLE : MME BLANC CHRISTELLE";
Isère;NORD ISERE;0382864G;Public;COLLEGE RENE  CASSIN;11 chaussée DES SAULES ;;;38090;VILLEFONTAINE;0474961104;;ce.0382864G@ac-grenoble.fr;https://cassin-isere.ent.auvergnerhonealpes.fr/;"LE PRINCIPAL : MME BESSUEILLE SANDRINE
LE GESTIONNAIRE : MME LOMBARD ROBIN PASCALE
L AGENT COMPTABLE : MME BLANC CHRISTELLE";
﻿Isère;NORD ISERE;0382506T;Public;COLLEGE SONIA DELAUNAY;90 avenue DES PINS ;;;38090;VILLEFONTAINE;0474964076;0474960856;ce.0382506T@ac-grenoble.fr;http://www.ac-grenoble.fr/college/soniadelaunay;"LE PRINCIPAL : M. ROCHESANI PHILIPPE
LE GESTIONNAIRE : MME ROVAREY CELINE
L AGENT COMPTABLE : MME BLANC CHRISTELLE";
Isère;NORD ISERE;0382440W;Public;LPO LYCEE DES METIERS LEONARD DE VINCI;Boulevard de villefontaine ;;BP29;38091;VILLEFONTAINE;0474964455;0474963588;ce.0382440W@ac-grenoble.fr;https://leonard-de-vinci.ent.auvergnerhonealpes.fr;"LE PROVISEUR : M. NAZON YANN
LE PROVISEUR ADJOINT : M. SAIDI HALIM
LE GESTIONNAIRE : MME BLANC CHRISTELLE
L AGENT COMPTABLE : MME BLANC CHRISTELLE";
Isère;NORD ISERE;0382105G;Public;SEGPA CLG LOUIS ARAGON;Impasse Paul Bert ;;;38090;VILLEFONTAINE;0474963414;;ce.0382105G@ac-grenoble.fr;http://www.ac-grenoble.fr/college/aragon.villefontaine;"LE PRINCIPAL : MME MILLE EMMANUELLE
LE PRINCIPAL ADJOINT : MME ADMANE RIAD
LE GESTIONNAIRE : MME ROUX HELENE
L AGENT COMPTABLE : MME BLANC CHRISTELLE";
Isère;NORD ISERE;0383475W;Privé sous-contrat;COLLEGE PRIVE SOEUR EMMANUELLE;2 route DE VOLGEAT ;;;38460;VILLEMOIRIEU;0474907347;;ce.0383475W@ac-grenoble.fr;http://www.lpcjp2.org;"LE DIRECTEUR : MME VAN TROYS NATHALIE
LE DIRECTEUR ADJOINT : MME SABOT JADWIGA";
Isère;NORD ISERE;0382371W;Privé sous-contrat;LYCEE AGRICOLE PRIVE P. CLAUDEL - VILLEMOIRIEU;2 route de volgeat ;;;38460;VILLEMOIRIEU;0474904348;0474908969;contact@lyceepaulclaudel.org;;"LE PROVISEUR : MME VIALLET B. 
LE DIRECTEUR : MME LE CLORENNEC SYLVIE
LE DIRECTEUR ADJOINT : M. FOURNIE VINCENT
LE GESTIONNAIRE : MME ROBIN  A. 
L AGENT COMPTABLE : MME JOSSERAND ";
Isère;NORD ISERE;0383550C;Privé sous-contrat;LYCEE GEN.ET TECHNOL.PRIVE SOEUR EMMANUELLE;2 route de Volgeat ;;BP38460;38460;VILLEMOIRIEU;0474907347;; ce.0383550C@ac-grenoble.fr;https://www.lpcjp2.org/;"LE DIRECTEUR : MME VAN TROYS NATHALIE
LE DIRECTEUR ADJOINT : M. FOUGEROUSSE SEBASTIEN";
Isère;CENTRE ISERE;0380087N;Public;COLLEGE JOSEPH CHASSIGNEUX;8 avenue JOSEPH CHASSIGNEUX ;;;38470;VINAY;0476369205;0476367192;ce.0380087N@ac-grenoble.fr;;"LE PRINCIPAL : M. BAUDRILLART DOMINIQUE
LE PRINCIPAL ADJOINT : M. TRUFELLI DAVID
LE GESTIONNAIRE : MME DURAND DUMEZ MIREILLE
L AGENT COMPTABLE : MME AMROUNI ANNE-FRANCE";
﻿Isère;BASSIN GRENOBLOIS;0381779C;Public;COLLEGE LES MATTONS;442 avenue DE VENARIA ;;;38220;VIZILLE;0476789720;0476682873;ce.0381779C@ac-grenoble.fr;https://mattons-isere.ent.auvergnerhonealpes.fr/;"LE PRINCIPAL : M. FIX SEBASTIEN
LE PRINCIPAL ADJOINT : M. FAURE-BRAC DAVID
LE GESTIONNAIRE : MME BROCHIER LUCIE
L AGENT COMPTABLE : M. POIDEVIN YANNICK";
Isère;BASSIN GRENOBLOIS;0380089R;Public;LPO LYCEE DES METIERS PORTES DE L'OISANS;960 avenue Aristide Briand ;;;38220;VIZILLE;0476680922;0476681154;ce.0380089R@ac-grenoble.fr;https://porte-oisans.ent.auvergnerhonealpes.fr;"LE PROVISEUR : M. MANUELLI PATRICK
LE PROVISEUR ADJOINT : MME MOULIN SAMIRA
LE GESTIONNAIRE : M. POIDEVIN YANNICK
L AGENT COMPTABLE : M. POIDEVIN YANNICK";
Isère;BASSIN GRENOBLOIS;0383465K;Public;SEGPA CLG LES MATTONS;442 avenue DE VENARIA ;;;38220;VIZILLE;0476789720;0476682873;ce.0383465K@ac-grenoble.fr;http://www.ac-grenoble.fr/college/les-mattons.vizille;"LE PRINCIPAL : M. FIX SEBASTIEN
LE PRINCIPAL ADJOINT : M. BONNET OLIVIER
LE GESTIONNAIRE : MME BROCHIER LUCIE
L AGENT COMPTABLE : M. POIDEVIN YANNICK";
Isère;CENTRE ISERE;0382042N;Public;COLLEGE LA GARENNE;Avenue MARIE CURIE ;LA GARENNE              ;BP109;38503;VOIRON;0476051226;0476059544;ce.0382042N@ac-grenoble.fr;http://college-la-garenne-voiron.web.ac-grenoble.fr;"LE PRINCIPAL : M. RAYNAUD NICOLAS
LE PRINCIPAL ADJOINT : MME FRANCOIS DELPHINE
LE GESTIONNAIRE : MME MAITRE JOHANNA
L AGENT COMPTABLE : M. EYDOUX JULIEN";
Isère;CENTRE ISERE;0382584C;Privé sous-contrat;COLLEGE PRIVE NOTRE DAME DES VICTOIRES;1 rue DE LA TERRASSE ;;BP236;38500;VOIRON;0476050724;;ce.0382584C@ac-grenoble.fr;http://www.ndv.fr;"LE DIRECTEUR : M. CHAIX OLIVIER
LE DIRECTEUR ADJOINT : MME GAFFORINI SYLVIA";
Isère;CENTRE ISERE;0381710C;Privé sous-contrat;COLLEGE PRIVE SAINT JOSEPH;1 rue LAKANAL ;;;38500;VOIRON;0476051443;;ce.0381710C@ac-grenoble.fr;http://www.saintjosephvoiron.fr;"LE DIRECTEUR : M. FILIAS THIBAUT
LE DIRECTEUR ADJOINT : MME MICHALLAT PATRICIA";
Isère;CENTRE ISERE;0381683Y;Privé sous-contrat;LYCEE GENERAL ET TECHNOL PR NOTRE DAME DES VICTOIRES;1 rue DE LA TERRASSE ;;BP236;38500;VOIRON;0476050724;;ce.0381683Y@ac-grenoble.fr;http://www.ndv.fr;"LE DIRECTEUR : M. CHAIX OLIVIER
LE DIRECTEUR ADJOINT : M. PAUCOD JEAN MARC";
﻿Isère;CENTRE ISERE;0380091T;Public;LYCEE POLYVALENT EDOUARD HERRIOT;4 avenue Edouard Herriot ;;BP228;38506;VOIRON;0476670202;0476054064;ce.0380091T@ac-grenoble.fr;https://edouard-herriot-voiron.ent.auvergnerhonealpes.fr/;"LE PROVISEUR : M. CANNAFARINA ROBERT
LE PROVISEUR ADJOINT : MME BOUCAUT AUDREY
LE GESTIONNAIRE : M. EYDOUX JULIEN
L AGENT COMPTABLE : M. EYDOUX JULIEN";
Isère;CENTRE ISERE;0380092U;Public;LYCEE POLYVALENT FERDINAND BUISSON;21 boulevard EDGAR KOFLER ;;BP209;38501;VOIRON;0476058390;0476051057;ce.0380092U@ac-grenoble.fr;http://fbuisson.fr;"LE PROVISEUR : M. GRENIER FLORIAN
LE GESTIONNAIRE : M. M'BAH ILAMOKO PAUL
L AGENT COMPTABLE : M. EYDOUX JULIEN
L  ADJOINT AU CHEF D ETABLISSEMENT : M. BENKARA IDRIS";
Isère;CENTRE ISERE;0381818V;Public;LYCEE PROFESSIONNEL AGRICOLE DE VOIRON;56 rue de la martelliere ;;;38516;VOIRON;0476050266;0476058466;epl.voiron@educagri.fr;http://www.martelliere.voiron.educagri.fr;"LE PROVISEUR : M. COURTAUD EMMANUEL
LE DIRECTEUR : M. COURTAUD EMMANUEL
LE DIRECTEUR ADJOINT : M. LECOMTE 
LE GESTIONNAIRE : MME TOUBEIX Mireille";
